,params,fitness
46,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8806673288345337
47,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.1, 'learning_rate': 0.005}",0.5951905250549316
48,"{'global_dim': 256, 'depth': 4, 'hidden_dim': 256, 'dropout': 0.1, 'learning_rate': 0.0001}",0.8790464997291565
49,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 256, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8788205981254578
50,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8778743743896484
51,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8731423020362854
52,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8804627060890198
53,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8799024224281311
54,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.2, 'learning_rate': 5e-05}",0.8660553693771362
55,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8793820738792419
56,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8801816701889038
57,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.05, 'learning_rate': 0.01}",0.5846675038337708
58,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.005}",0.5265166163444519
59,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.878408670425415
60,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.1, 'learning_rate': 0.0001}",0.8782340288162231
61,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8801660537719727
62,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8807247877120972
63,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.880265474319458
64,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.2, 'learning_rate': 0.0005}",0.8764002919197083
65,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8800987005233765
66,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8798037171363831
67,"{'global_dim': 320, 'depth': 3, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.877230703830719
68,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.001}",0.8770496249198914
69,"{'global_dim': 128, 'depth': 3, 'hidden_dim': 64, 'dropout': 0.4, 'learning_rate': 0.0005}",0.8662996888160706
70,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 256, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8772472143173218
71,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8814733028411865
72,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8810246586799622
73,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.2, 'learning_rate': 0.0005}",0.8762516975402832
74,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8802982568740845
75,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 5e-05}",0.8722115159034729
76,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.25, 'learning_rate': 0.0005}",0.8709357380867004
77,"{'global_dim': 192, 'depth': 3, 'hidden_dim': 128, 'dropout': 0.30000000000000004, 'learning_rate': 0.0005}",0.8752191662788391
78,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.2, 'learning_rate': 0.0005}",0.880952775478363
79,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.2, 'learning_rate': 0.01}",0.612034797668457
80,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.25, 'learning_rate': 0.001}",0.8643861413002014
81,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8792710304260254
82,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8781055212020874
83,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.2, 'learning_rate': 0.0005}",0.8760029673576355
84,"{'global_dim': 256, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.877980649471283
85,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8757982850074768
86,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.005}",0.6278209686279297
87,"{'global_dim': 192, 'depth': 3, 'hidden_dim': 64, 'dropout': 0.2, 'learning_rate': 0.0001}",0.8763321042060852
88,"{'global_dim': 256, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8781446218490601
89,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8787336945533752
90,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.875449001789093
91,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.879377543926239
92,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8795841336250305
93,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8793036341667175
94,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8803166747093201
95,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8785879015922546
96,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 256, 'dropout': 0.2, 'learning_rate': 5e-05}",0.8736855387687683
97,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8776782155036926
98,"{'global_dim': 128, 'depth': 3, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8785281777381897
99,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.1, 'learning_rate': 0.01}",0.784259557723999
100,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8740248084068298
101,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8794029355049133
102,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.881129264831543
103,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8782629370689392
104,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8793013691902161
105,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.005}",0.7286300659179688
106,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.8798442482948303
107,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0001}",0.8720351457595825
108,"{'global_dim': 128, 'depth': 3, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.001}",0.8792816996574402
109,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8790728449821472
110,"{'global_dim': 64, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.15000000000000002, 'learning_rate': 0.0005}",0.877396821975708
111,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8802254796028137
112,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8807266354560852
113,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8748083710670471
114,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8798047304153442
115,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 320, 'dropout': 0.5, 'learning_rate': 0.0005}",0.8431590795516968
116,"{'global_dim': 192, 'depth': 4, 'hidden_dim': 192, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8798214793205261
117,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8811715841293335
118,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8743659853935242
119,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 5e-05}",0.8771368861198425
120,"{'global_dim': 256, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.2, 'learning_rate': 0.0005}",0.8788049817085266
121,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8799959421157837
122,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8795767426490784
123,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8799257278442383
124,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.45, 'learning_rate': 0.0005}",0.8489552736282349
125,"{'global_dim': 128, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.1, 'learning_rate': 0.0005}",0.8790215253829956
126,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8809413313865662
127,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.01}",0.5336160659790039
128,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8806240558624268
129,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8805984854698181
130,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8795499801635742
131,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8798074126243591
132,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8801116943359375
133,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8793956637382507
134,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8762984871864319
135,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 64, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8778895735740662
136,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.005}",0.5584312081336975
137,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.25, 'learning_rate': 0.001}",0.8660597205162048
138,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8809487223625183
139,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8756381869316101
140,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0001}",0.8793773651123047
141,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.881916880607605
142,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8810246586799622
143,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8811690807342529
144,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8808103203773499
145,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.880567193031311
146,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.0, 'learning_rate': 0.0005}",0.8755111694335938
147,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8811729550361633
148,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.35000000000000003, 'learning_rate': 0.0005}",0.8630161285400391
149,"{'global_dim': 320, 'depth': 4, 'hidden_dim': 128, 'dropout': 0.05, 'learning_rate': 0.0005}",0.8803539872169495
