epoch,train_loss,val_loss,val_metric,dataset
0,0.4518220583597819,0.24655848741531372,0.549606204032898,gs-lf
0,0.4518220583597819,0.24655848741531372,0.549606204032898,average
1,0.1816350909570853,0.14256468415260315,0.5663992762565613,gs-lf
1,0.1816350909570853,0.14256468415260315,0.5663992762565613,average
2,0.13720040569702785,0.13689576089382172,0.5790287256240845,gs-lf
2,0.13720040569702785,0.13689576089382172,0.5790287256240845,average
3,0.13308622476955254,0.1362387090921402,0.5833074450492859,gs-lf
3,0.13308622476955254,0.1362387090921402,0.5833074450492859,average
4,0.13221195327738922,0.13585630059242249,0.5816890001296997,gs-lf
4,0.13221195327738922,0.13585630059242249,0.5816890001296997,average
5,0.13155851190288861,0.1346283107995987,0.570646345615387,gs-lf
5,0.13155851190288861,0.1346283107995987,0.570646345615387,average
6,0.1307377379387617,0.1334981471300125,0.5765899419784546,gs-lf
6,0.1307377379387617,0.1334981471300125,0.5765899419784546,average
7,0.12904246213535467,0.13346277177333832,0.5995365381240845,gs-lf
7,0.12904246213535467,0.13346277177333832,0.5995365381240845,average
8,0.1265929131458203,0.13098981976509094,0.6507266759872437,gs-lf
8,0.1265929131458203,0.13098981976509094,0.6507266759872437,average
9,0.12423962851365407,0.12996222078800201,0.6579897999763489,gs-lf
9,0.12423962851365407,0.12996222078800201,0.6579897999763489,average
10,0.12182044026752313,0.13337096571922302,0.6966554522514343,gs-lf
10,0.12182044026752313,0.13337096571922302,0.6966554522514343,average
11,0.1199874130388101,0.12549178302288055,0.7102792859077454,gs-lf
11,0.1199874130388101,0.12549178302288055,0.7102792859077454,average
12,0.1183871919910113,0.12683099508285522,0.7286956906318665,gs-lf
12,0.1183871919910113,0.12683099508285522,0.7286956906318665,average
13,0.11685042791068553,0.1265089511871338,0.7383186221122742,gs-lf
13,0.11685042791068553,0.1265089511871338,0.7383186221122742,average
14,0.11536192062000433,0.12444572150707245,0.7487794756889343,gs-lf
14,0.11536192062000433,0.12444572150707245,0.7487794756889343,average
15,0.11435510441660882,0.12538303434848785,0.7699666619300842,gs-lf
15,0.11435510441660882,0.12538303434848785,0.7699666619300842,average
16,0.1135229654610157,0.12241856008768082,0.7762677669525146,gs-lf
16,0.1135229654610157,0.12241856008768082,0.7762677669525146,average
17,0.11256296175221601,0.12543118000030518,0.7830311059951782,gs-lf
17,0.11256296175221601,0.12543118000030518,0.7830311059951782,average
18,0.11177732683718204,0.1220761239528656,0.792078971862793,gs-lf
18,0.11177732683718204,0.1220761239528656,0.792078971862793,average
19,0.11105779521167278,0.12378370761871338,0.7973504662513733,gs-lf
19,0.11105779521167278,0.12378370761871338,0.7973504662513733,average
20,0.1100214321166277,0.12454435974359512,0.799024224281311,gs-lf
20,0.1100214321166277,0.12454435974359512,0.799024224281311,average
21,0.10994612065454325,0.12263225764036179,0.8050518035888672,gs-lf
21,0.10994612065454325,0.12263225764036179,0.8050518035888672,average
22,0.10897568265597025,0.12052513659000397,0.8101746439933777,gs-lf
22,0.10897568265597025,0.12052513659000397,0.8101746439933777,average
23,0.10852237790822983,0.1180078312754631,0.8147786855697632,gs-lf
23,0.10852237790822983,0.1180078312754631,0.8147786855697632,average
24,0.10820898041129112,0.1288273185491562,0.8087033033370972,gs-lf
24,0.10820898041129112,0.1288273185491562,0.8087033033370972,average
25,0.10777739733457566,0.12099079042673111,0.8184694647789001,gs-lf
25,0.10777739733457566,0.12099079042673111,0.8184694647789001,average
26,0.10743325998385747,0.11629217118024826,0.8234724998474121,gs-lf
26,0.10743325998385747,0.11629217118024826,0.8234724998474121,average
27,0.10657153700788816,0.11933261901140213,0.8231632113456726,gs-lf
27,0.10657153700788816,0.11933261901140213,0.8231632113456726,average
28,0.10644805071254572,0.12101838737726212,0.824310302734375,gs-lf
28,0.10644805071254572,0.12101838737726212,0.824310302734375,average
29,0.10607391173640887,0.11914326250553131,0.826350212097168,gs-lf
29,0.10607391173640887,0.11914326250553131,0.826350212097168,average
30,0.1059433518598477,0.11837252974510193,0.8266921043395996,gs-lf
30,0.1059433518598477,0.11837252974510193,0.8266921043395996,average
31,0.10602488915125528,0.11813054978847504,0.8245363235473633,gs-lf
31,0.10602488915125528,0.11813054978847504,0.8245363235473633,average
32,0.1051762692630291,0.11643209308385849,0.8315080404281616,gs-lf
32,0.1051762692630291,0.11643209308385849,0.8315080404281616,average
33,0.10505456663668156,0.11575120687484741,0.8289732336997986,gs-lf
33,0.10505456663668156,0.11575120687484741,0.8289732336997986,average
34,0.1046442449092865,0.11454417556524277,0.8318696618080139,gs-lf
34,0.1046442449092865,0.11454417556524277,0.8318696618080139,average
35,0.10456980938712755,0.12154939025640488,0.8319392800331116,gs-lf
35,0.10456980938712755,0.12154939025640488,0.8319392800331116,average
36,0.10423893121381601,0.1158628985285759,0.8358983397483826,gs-lf
36,0.10423893121381601,0.1158628985285759,0.8358983397483826,average
37,0.10406931017835935,0.11520706862211227,0.834334671497345,gs-lf
37,0.10406931017835935,0.11520706862211227,0.834334671497345,average
38,0.10408455481131872,0.11715526878833771,0.8353651165962219,gs-lf
38,0.10408455481131872,0.11715526878833771,0.8353651165962219,average
39,0.10387400376300017,0.11609828472137451,0.833441436290741,gs-lf
39,0.10387400376300017,0.11609828472137451,0.833441436290741,average
40,0.10346051913996537,0.11353570222854614,0.836953341960907,gs-lf
40,0.10346051913996537,0.11353570222854614,0.836953341960907,average
41,0.10335864499211311,0.11674275994300842,0.8378686308860779,gs-lf
41,0.10335864499211311,0.11674275994300842,0.8378686308860779,average
42,0.10311301959057649,0.1142815351486206,0.8401994705200195,gs-lf
42,0.10311301959057649,0.1142815351486206,0.8401994705200195,average
43,0.1026200495660305,0.11263193935155869,0.8412908911705017,gs-lf
43,0.1026200495660305,0.11263193935155869,0.8412908911705017,average
44,0.1025792012612025,0.11531845480203629,0.8404062986373901,gs-lf
44,0.1025792012612025,0.11531845480203629,0.8404062986373901,average
45,0.10269696302711964,0.11434619128704071,0.840630054473877,gs-lf
45,0.10269696302711964,0.11434619128704071,0.840630054473877,average
46,0.1023902611186107,0.11340078711509705,0.8437714576721191,gs-lf
46,0.1023902611186107,0.11340078711509705,0.8437714576721191,average
47,0.10234849924842516,0.11130796372890472,0.8445700407028198,gs-lf
47,0.10234849924842516,0.11130796372890472,0.8445700407028198,average
48,0.1020043533295393,0.11549555510282516,0.8438590168952942,gs-lf
48,0.1020043533295393,0.11549555510282516,0.8438590168952942,average
49,0.10182541919251283,0.11250297725200653,0.8457971811294556,gs-lf
49,0.10182541919251283,0.11250297725200653,0.8457971811294556,average
50,0.10191764570772648,0.11266417056322098,0.8440715670585632,gs-lf
50,0.10191764570772648,0.11266417056322098,0.8440715670585632,average
51,0.10169805350402991,0.1117064580321312,0.8467630743980408,gs-lf
