epoch,train_loss,val_loss,val_metric
0,0.18883170187473297,0.3683314919471741,-0.2686404287815094
1,0.3623467981815338,0.1632663756608963,0.007588088512420654
2,0.15561380982398987,0.1586034595966339,0.060445595532655716
3,0.1543959677219391,0.16098730266094208,0.013395196758210659
4,0.15816165506839752,0.1391133815050125,-0.04073333740234375
5,0.1369742900133133,0.1358482986688614,-0.019161010161042213
6,0.1301669031381607,0.14337152242660522,0.0006754096248187125
7,0.13864366710186005,0.14587728679180145,0.004168379586189985
8,0.1417173445224762,0.14310389757156372,0.008330769836902618
9,0.13971953094005585,0.13893252611160278,0.0210425928235054
10,0.13437867164611816,0.13518989086151123,-0.008056458085775375
11,0.1309659481048584,0.13354618847370148,-0.00042561357258819044
12,0.13117974996566772,0.13429512083530426,0.05289556458592415
13,0.13360784947872162,0.1355758160352707,0.05312537029385567
14,0.13407719135284424,0.13527368009090424,0.052777212113142014
15,0.13410013914108276,0.1342644989490509,0.04723192751407623
16,0.1329726278781891,0.13368573784828186,0.04524160176515579
17,0.13116176426410675,0.13378030061721802,0.05468366667628288
18,0.1302381455898285,0.13486360013484955,0.06104199215769768
19,0.13041144609451294,0.13611645996570587,0.08259455114603043
20,0.13212688267230988,0.13683292269706726,0.09005804359912872
21,0.1335628628730774,0.13692918419837952,0.096944160759449
22,0.13210514187812805,0.13643132150173187,0.10247890651226044
23,0.13140109181404114,0.13557057082653046,0.10657999664545059
24,0.13072162866592407,0.13451404869556427,0.10966082662343979
25,0.13055197894573212,0.13380563259124756,0.11378458142280579
26,0.13027770817279816,0.13346688449382782,0.11706965416669846
27,0.12971830368041992,0.13337495923042297,0.11934392154216766
28,0.1304781436920166,0.13351081311702728,0.12041725963354111
29,0.13089796900749207,0.13352929055690765,0.12193167954683304
30,0.13133504986763,0.13346272706985474,0.12413234263658524
31,0.13007459044456482,0.13331373035907745,0.12685483694076538
32,0.1305946707725525,0.13344892859458923,0.1295708268880844
33,0.129538893699646,0.13370509445667267,0.1310022622346878
34,0.1308579444885254,0.1340150684118271,0.13248112797737122
35,0.1295202374458313,0.13480781018733978,0.13432027399539948
36,0.13089890778064728,0.1353888213634491,0.13801974058151245
37,0.13094644248485565,0.13569355010986328,0.14158272743225098
38,0.12990623712539673,0.13555483520030975,0.14360934495925903
39,0.1317143738269806,0.1350977122783661,0.14521199464797974
40,0.1307804137468338,0.13436640799045563,0.14790421724319458
41,0.1295117884874344,0.13371193408966064,0.15231066942214966
42,0.13025470077991486,0.13349035382270813,0.15541879832744598
43,0.1301722526550293,0.13334015011787415,0.15597045421600342
44,0.12950049340724945,0.13323688507080078,0.15597034990787506
45,0.13021181523799896,0.13320904970169067,0.15814627707004547
46,0.12945398688316345,0.13325783610343933,0.16007550060749054
47,0.13001690804958344,0.13336323201656342,0.1605818271636963
48,0.13022106885910034,0.13351327180862427,0.15924714505672455
49,0.13012424111366272,0.13376465439796448,0.1585780382156372
50,0.12881186604499817,0.13399887084960938,0.16064082086086273
51,0.12826362252235413,0.13418661057949066,0.16045594215393066
52,0.12970194220542908,0.13403695821762085,0.1577412337064743
53,0.13005055487155914,0.13361580669879913,0.1572374552488327
54,0.12799982726573944,0.13324587047100067,0.1558191180229187
55,0.1299905925989151,0.13302770256996155,0.15588301420211792
56,0.12849047780036926,0.1328725665807724,0.15962885320186615
57,0.1295240968465805,0.13285799324512482,0.16285695135593414
58,0.1278296709060669,0.13288284838199615,0.1614924818277359
59,0.12921087443828583,0.13304127752780914,0.15766137838363647
60,0.12843771278858185,0.13299842178821564,0.15603886544704437
61,0.1266501545906067,0.13282331824302673,0.1576785147190094
62,0.12778687477111816,0.13258688151836395,0.15828783810138702
63,0.12861117720603943,0.13234424591064453,0.16026072204113007
64,0.1276361048221588,0.13207006454467773,0.16608673334121704
65,0.12639188766479492,0.13224276900291443,0.16977977752685547
66,0.12563873827457428,0.13272513449192047,0.1729675829410553
67,0.1240750178694725,0.13309863209724426,0.17679260671138763
68,0.12556114792823792,0.13368023931980133,0.18022610247135162
69,0.1270604133605957,0.1334289014339447,0.18145927786827087
70,0.1251489222049713,0.13283351063728333,0.17153386771678925
