epoch,train_loss,val_loss,val_metric
0,0.019671807065606117,0.03530526161193848,0.46021175384521484
1,0.010724250227212906,0.05071134865283966,0.40543216466903687
2,0.011928865686058998,0.03437516465783119,0.41363054513931274
3,0.010827342979609966,0.027757590636610985,0.4059602916240692
4,0.011156388558447361,0.02923658676445484,0.37923547625541687
5,0.009988821111619473,0.03134654834866524,0.35198280215263367
6,0.010228967294096947,0.030192606151103973,0.3343336582183838
7,0.010321111418306828,0.02699645422399044,0.3255704343318939
8,0.009924904443323612,0.02428409457206726,0.3222506046295166
9,0.010114550590515137,0.024087151512503624,0.32129132747650146
10,0.00964038260281086,0.025645744055509567,0.32055941224098206
11,0.010003197006881237,0.027370162308216095,0.32045015692710876
12,0.009991719387471676,0.028039824217557907,0.32145220041275024
13,0.010091411881148815,0.02692573331296444,0.3285987377166748
14,0.009914697147905827,0.025422215461730957,0.33690309524536133
15,0.009739124216139317,0.02489149011671543,0.34676262736320496
16,0.009709995239973068,0.025358743965625763,0.3571065366268158
17,0.010074486956000328,0.026805903762578964,0.3658837676048279
18,0.009725934825837612,0.027807490900158882,0.3762957453727722
19,0.009793463163077831,0.027486998587846756,0.38584616780281067
20,0.009802593849599361,0.02621111273765564,0.3944835066795349
21,0.009747261181473732,0.024863118305802345,0.40140315890312195
22,0.009813056327402592,0.02460697665810585,0.4013144075870514
23,0.009671933017671108,0.02535492740571499,0.3993750810623169
24,0.009668083861470222,0.027044449001550674,0.39175474643707275
25,0.009526676498353481,0.02760632149875164,0.3833721876144409
26,0.009478536434471607,0.026832882314920425,0.37152624130249023
27,0.00974956713616848,0.025362782180309296,0.353899747133255
28,0.009807460010051727,0.024786466732621193,0.33739593625068665
29,0.009840465150773525,0.02583976462483406,0.31624341011047363
30,0.009683635085821152,0.027292408049106598,0.3063258230686188
31,0.009466852992773056,0.026972796767950058,0.2984234392642975
32,0.009429254569113255,0.02542552351951599,0.2965066730976105
33,0.009515495039522648,0.02526094578206539,0.29966849088668823
34,0.009424576535820961,0.02560190111398697,0.3019500970840454
35,0.009194246493279934,0.025854401290416718,0.3026356101036072
36,0.00934771727770567,0.026311827823519707,0.3037169277667999
37,0.009172305464744568,0.025583168491721153,0.30606624484062195
38,0.00912579894065857,0.023705607280135155,0.31021448969841003
39,0.00939667783677578,0.02253860980272293,0.31100744009017944
40,0.009470835328102112,0.023377927020192146,0.3130018413066864
41,0.009231925942003727,0.024776479229331017,0.3150402903556824
42,0.00909414328634739,0.024562761187553406,0.3164716064929962
43,0.009003665298223495,0.022471453994512558,0.3118043839931488
44,0.00929089356213808,0.02139727771282196,0.3089866042137146
45,0.008710220456123352,0.021152358502149582,0.31053653359413147
46,0.008906170725822449,0.02331864833831787,0.3232741057872772
47,0.008977560326457024,0.022716566920280457,0.32741326093673706
48,0.008584071882069111,0.02066759206354618,0.3267219662666321
49,0.008478470146656036,0.019944094121456146,0.3340861201286316
50,0.009066312573850155,0.02191746048629284,0.35280635952949524
51,0.008544476702809334,0.022648293524980545,0.36354029178619385
52,0.008638862520456314,0.021026717498898506,0.37135353684425354
53,0.008669822476804256,0.018514642491936684,0.37745895981788635
54,0.008305782452225685,0.01877766102552414,0.3892347812652588
55,0.008978771045804024,0.021583715453743935,0.4087313711643219
56,0.008666078560054302,0.021125147119164467,0.42312175035476685
57,0.008477242663502693,0.018194176256656647,0.4266541600227356
58,0.00847567804157734,0.016681276261806488,0.42820504307746887
59,0.009193921461701393,0.01822766102850437,0.43637606501579285
60,0.00841260515153408,0.021633313968777657,0.43589332699775696
61,0.008751262910664082,0.02175236865878105,0.43652960658073425
62,0.008726833388209343,0.018772410228848457,0.4414382576942444
63,0.008753819391131401,0.017579078674316406,0.4415188133716583
64,0.008930257521569729,0.018053576350212097,0.4422251582145691
65,0.008293242193758488,0.019656898453831673,0.44855016469955444
66,0.00821619015187025,0.020561961457133293,0.4528254270553589
67,0.008227384649217129,0.02030997723340988,0.4506480395793915
68,0.0084120137616992,0.019983015954494476,0.45486927032470703
69,0.008252017199993134,0.01969926431775093,0.46961843967437744
70,0.008605812676250935,0.01918065920472145,0.4742758274078369
71,0.00830833613872528,0.018168523907661438,0.4685550034046173
72,0.007900500670075417,0.0168018601834774,0.46461597084999084
73,0.008450071327388287,0.016325730830430984,0.4610781669616699
74,0.008390760980546474,0.017254052683711052,0.46536415815353394
75,0.008018880151212215,0.019398249685764313,0.47320032119750977
76,0.008285698480904102,0.019311828538775444,0.47776275873184204
77,0.008435200899839401,0.018748877570033073,0.4734818637371063
78,0.008195476606488228,0.01825026422739029,0.4646620750427246
79,0.008030366152524948,0.018218431621789932,0.46610844135284424
80,0.008108142763376236,0.019336091354489326,0.4712720811367035
81,0.008457517251372337,0.019772091880440712,0.46649929881095886
82,0.008076286874711514,0.018700452521443367,0.45771583914756775
83,0.008429731242358685,0.01793719455599785,0.45706239342689514
84,0.00796656496822834,0.01798352040350437,0.4570397138595581
85,0.00807710736989975,0.01827872171998024,0.4611097574234009
86,0.007980834692716599,0.018311193212866783,0.46436387300491333
87,0.008248234167695045,0.017642168328166008,0.4742276668548584
88,0.007912980392575264,0.01764729991555214,0.4807876944541931
89,0.007808005437254906,0.01726703532040119,0.4848993122577667
90,0.007847458124160767,0.017833497375249863,0.49339190125465393
91,0.007782482076436281,0.018123021349310875,0.5040221214294434
92,0.0080493725836277,0.016394231468439102,0.49620357155799866
93,0.007786605507135391,0.01580955646932125,0.4959748685359955
94,0.008333796635270119,0.016535168513655663,0.5060780048370361
95,0.007807963993400335,0.017649903893470764,0.5105758309364319
96,0.007654088083654642,0.01802521012723446,0.4877045154571533
97,0.008020870387554169,0.01756598800420761,0.45473578572273254
98,0.008042240515351295,0.01660873554646969,0.45269259810447693
99,0.008069859817624092,0.01566583290696144,0.4602945148944855
100,0.007369705941528082,0.015847807750105858,0.4629402458667755
101,0.00801099557429552,0.017544995993375778,0.47113293409347534
