Stimulus,alkane,citrus,earth,fat,flower,fruit,green,herb,mint,must,spice,sulfur,sweet,wood,CID,MolecularWeight,IsomericSMILES,IUPACName,name
5281520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5281520,204.35,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene",humulene
5281522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5281522,204.35,C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,"(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",isocaryophyllene
5281535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5281535,218.33,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,"(2E,6E)-2,6-dimethyl-10-methylidenedodeca-2,6,11-trienal",beta-sinensal
5281553,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5281553,136.23,CC(=CC/C=C(\C)/C=C)C,"(3E)-3,7-dimethylocta-1,3,6-triene",(e)-beta-ocimene
5282108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5282108,192.3,CC1=CCCC(C1/C=C/C(=O)C)(C)C,"(E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",alpha-ionone
5282707,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5282707,114.14,CCC/C=C/C(=O)O,(E)-hex-2-enoic acid,trans-2-hexenoic acid
5283316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283316,112.17,CCCC/C=C/C=O,(E)-hept-2-enal,trans-2-heptenal
5283321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5283321,110.15,CC/C=C/C=C/C=O,"(2E,4E)-hepta-2,4-dienal","2,4-heptadienal"
5283324,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283324,126.2,CCCCC/C=C/C=O,(E)-oct-2-enal,trans-2-octenal
5283329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5283329,124.18,CCC/C=C/C=C/C=O,"(2E,4E)-octa-2,4-dienal","(2e,4e)-octa-2,4-dienal"
5283335,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283335,140.22,CCCCCC/C=C/C=O,(E)-non-2-enal,trans-2-nonenal
5283339,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283339,138.21,CCCC/C=C/C=C/C=O,"(2E,4E)-nona-2,4-dienal","trans,trans-2,4-nonadienal"
5283349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5283349,152.23,CCCCC/C=C/C=C/C=O,"(2E,4E)-deca-2,4-dienal","(2e,4e)-deca-2,4-dienal"
5283356,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5283356,168.28,CCCCCCCC/C=C/C=O,(E)-undec-2-enal,trans-2-undecenal
5283361,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5283361,182.3,CCCCCCCCC/C=C/C=O,(E)-dodec-2-enal,trans-2-dodecenal
5284507,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5284507,222.37,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,"(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",nerolidol
5317319,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5317319,204.35,CC(=CCC/C(=C\CCC(=C)C=C)/C)C,"(6Z)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene",cis-beta-farnesene
5317570,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5317570,204.35,C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene",(-)-germacrene d
5317844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5317844,204.35,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(=C)C,"(1S,4S,7R)-1,4-dimethyl-7-prop-1-en-2-yl-1,2,3,4,5,6,7,8-octahydroazulene",alpha-guaiene
5318042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5318042,100.16,CCC/C=C/CO,(E)-hex-2-en-1-ol,trans-2-hexen-1-ol
5318557,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5318557,208.25,C/C=C/C1=CC(=C(C(=C1)OC)OC)OC,"1,2,3-trimethoxy-5-[(E)-prop-1-enyl]benzene",isoelemicin
5320249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5320249,136.23,CC(=C)CC/C=C(\C)/C=C,"(3E)-3,7-dimethylocta-1,3,7-triene",alpha-ocimene
5320250,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5320250,136.23,CC(=CC/C=C(/C)\C=C)C,"(3Z)-3,7-dimethylocta-1,3,6-triene",(z)-beta-ocimene
5321950,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5321950,84.12,C/C=C(\C)/C=O,(E)-2-methylbut-2-enal,tiglic aldehyde
5324489,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5324489,100.16,CCC/C=C\CO,(Z)-hex-2-en-1-ol,cis-2-hexen-1-ol
5352428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5352428,196.29,CCCCC/C=C\CC1CCC(=O)O1,5-[(Z)-oct-2-enyl]oxolan-2-one,18679-18-0
5352438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5352438,170.25,CCCC(=O)OCC/C=C\CC,[(Z)-hex-3-enyl] butanoate,cis-3-hexenyl butyrate
5352481,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5352481,208.3,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,"(E)-4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]heptan-1-yl)but-3-en-2-one",beta-ionone epoxide
5352543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5352543,198.3,CCCCCC(=O)OCC/C=C\CC,[(Z)-hex-3-enyl] hexanoate,cis-3-hexenyl hexanoate
5352808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5352808,138.21,CC/C=C\C/C=C\CC=O,"(3Z,6Z)-nona-3,6-dienal","(3z,6z)-nona-3,6-dienal"
5352876,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5352876,124.18,CC/C=C/C=C/C(=O)C,"(3E,5E)-octa-3,5-dien-2-one","3,5-octadien-2-one"
5354833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5354833,140.22,CCCCCC/C=C\C=O,(Z)-non-2-enal,(z)-non-2-enal
5355856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5355856,224.34,CCCC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] butanoate",geranyl butyrate
5362620,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5362620,154.25,CCCCC/C=C\CCC=O,(Z)-dec-4-enal,cis-4-decenal
5362830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5362830,238.37,CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 3-methylbutanoate",geranyl isovalerate
5363388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5363388,142.2,CC/C=C\CCOC(=O)C,[(Z)-hex-3-enyl] acetate,cis-3-hexenyl acetate
5363876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5363876,206.28,CC1=C(C(CCC1=O)(C)C)/C=C/C(=O)C,"2,4,4-trimethyl-3-[(E)-3-oxobut-1-enyl]cyclohex-2-en-1-one",4-oxo-beta-ionone
5364399,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5364399,170.25,CCCCC/C=C/C(=O)OCC,ethyl (E)-oct-2-enoate,ethyl trans-2-octenoate
5364752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5364752,84.12,CC/C=C/C=O,(E)-pent-2-enal,trans-2-pentenal
5364919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5364919,86.13,CC/C=C\CO,(Z)-pent-2-en-1-ol,cis-2-penten-1-ol
5365069,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5365069,184.27,CC/C=C\CCOC(=O)C(C)CC,[(Z)-hex-3-enyl] 2-methylbutanoate,53398-85-9
5365850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5365850,238.37,CCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] pentanoate",geranyl valerate
5365910,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5365910,182.26,CC(=CCC/C(=C/C(=O)OC)/C)C,"methyl (2E)-3,7-dimethylocta-2,6-dienoate",methyl geranate
5366239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5366239,86.13,C/C=C/C(C)O,(E)-pent-3-en-2-ol,3-penten-2-ol
5367475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5367475,108.18,CC/C=C\C=C\C=C,"(3E,5Z)-octa-1,3,5-triene","(3e,5z)-octa-1,3,5-triene"
5370052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5370052,208.3,CC1=CC(=O)CC(C1/C=C/C(C)O)(C)C,"4-[(E)-3-hydroxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",3-oxo-alpha-ionol
5464156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5464156,154.25,CC(=CC[C@@H](CO)C(=C)C)C,(2R)-5-methyl-2-prop-1-en-2-ylhex-4-en-1-ol,(r)-lavandulol
6321405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6321405,154.25,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O,"(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",isoborneol
6326181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6326181,154.25,CC(C)[C@@]12CC[C@@]([C@@H]1C2)(C)O,"(1R,2R,5S)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",4-thujanol
6427087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6427087,152.23,CCCCC/C=C\C=C\C=O,"(2E,4Z)-deca-2,4-dienal","(2e,4z)-deca-2,4-dienal"
6427787,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6427787,170.25,C[C@]1(CC[C@@H](C(O1)(C)C)O)C=C,"(3S,6S)-6-ethenyl-2,2,6-trimethyloxan-3-ol",unii-p6b6jd2n2z
6428570,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6428570,126.2,CC/C=C/CC(C=C)O,"(5E)-octa-1,5-dien-3-ol","1,5-octadien-3-ol"
6428573,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6428573,170.25,C[C@]1(CC[C@@H](O1)C(C)(C)O)C=C,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol","2-[(2r,5s)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol"
6428793,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6428793,188.26,CC1=C(C(=C(C=C1)C)/C=C/C(=O)C)C,"(E)-4-(2,3,6-trimethylphenyl)but-3-en-2-one","(e)-4-(2',3',6'-trimethylphenyl)-3-buten-2-one"
6428926,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6428926,166.22,CC1=C(OC=C1)CC2C(O2)(C)C,"2-[(3,3-dimethyloxiran-2-yl)methyl]-3-methylfuran",rose furan oxide
6428928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6428928,152.23,CC(=CC/C=C(\C)/CC=O)C,"(3E)-3,7-dimethylocta-3,6-dienal",isocitral
6428959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6428959,170.25,CCCCCCC(=O)CCC=O,4-oxodecanal,4-oxodecanal
6429077,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6429077,202.33,C[C@H]1CC[C@H](C2=C1C=CC(=C2)C)C(C)C,"(1S,4S)-1,6-dimethyl-4-propan-2-yl-1,2,3,4-tetrahydronaphthalene",calamenene
6429268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6429268,134.18,CC1=CN=C(C(=N1)C)C=C,"2-ethenyl-3,5-dimethylpyrazine","2-ethenyl-3,5-dimethylpyrazine"
6429302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6429302,204.35,CC1=CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C,"(1S,5S,6R)-2,6-dimethyl-6-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-2-ene",trans-alpha-bergamotene
6429308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6429308,134.24,CC(CC(C)(C)S)O,4-methyl-4-sulfanylpentan-2-ol,4-mercapto-4-methyl-2-pentanol
6430754,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6430754,222.37,CC1=C2C[C@@H](CC[C@@]2(CCC1)C)C(C)(C)O,"2-[(2R,4aS)-4a,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalen-2-yl]propan-2-ol",10-epi-gamma-eudesmol
6431144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6431144,148.2,CCC1=NC(=CN=C1C=C)C,2-ethenyl-3-ethyl-5-methylpyrazine,2-ethenyl-3-ethyl-5-methylpyrazine
6431475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6431475,170.25,C[C@@]1(CC[C@@H](O1)C(C)(C)O)C=C,"2-[(2R,5R)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",trans-furan linalool oxide
6432005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6432005,222.37,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(C)(C)O,"2-[(2R,4aR)-4a,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalen-2-yl]propan-2-ol",gamma-eudesmol
6432154,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6432154,154.25,C[C@H]1CCO[C@H](C1)C=C(C)C,"(2R,4S)-4-methyl-2-(2-methylprop-1-enyl)oxane",(+)-cis-rose oxide
6432308,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6432308,204.35,CC1=C[C@H]2[C@@H](CC1)C(=C)CC[C@@H]2C(C)C,"(1R,4aR,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",.gamma.-muurolene
6432852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6432852,154.25,CCC/C=C\CCCCC=O,(Z)-dec-6-enal,(z)-6-decenal
6857487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6857487,152.23,CC(=C)[C@@H]1CC[C@@]2([C@H](C1)O2)C,"(1R,4R,6S)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane","(1r,4r,6s)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane"
6993580,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6993580,206.19,CCOC(=O)[C@@H]([C@H](C(=O)OCC)O)O,"diethyl (2R,3R)-2,3-dihydroxybutanedioate",87-91-2
7093102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7093102,154.25,C[C@@H]1CCO[C@H](C1)C=C(C)C,"(2R,4R)-4-methyl-2-(2-methylprop-1-enyl)oxane",trans-rose oxide
8029780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8029780,152.23,CC(=C)[C@H]1CC[C@@]2([C@H](C1)O2)C,"(1R,4S,6S)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane",42477-94-1
9855795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9855795,204.35,C[C@@H]1CCC=C2[C@]1(C[C@@H](CC2)C(=C)C)C,"(3R,4aS,5R)-4a,5-dimethyl-3-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalene",valencene
10398656,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10398656,222.37,CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C,"(1R,4S,4aR,8aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",alpha-cadinol
10655819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10655819,204.35,CC(=C1CC[C@]2(CCCC(=C)[C@@H]2C1)C)C,"(4aS,8aR)-8a-methyl-4-methylidene-6-propan-2-ylidene-2,3,4a,5,7,8-hexahydro-1H-naphthalene","selina-4(15),7(11)-diene"
10820954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10820954,166.22,C[C@H]1[C@@H]2CCC(=C[C@@H]2OC1=O)C,"(3S,3aS,7aR)-3,6-dimethyl-3a,4,5,7a-tetrahydro-3H-1-benzofuran-2-one",unii-pbi72od596
10899740,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10899740,204.35,C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,"(1aR,4aS,7R,7aR,7bS)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",(-)-alloaromadendrene
11062802,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11062802,168.28,C[C@@]12CC[C@@H](C1(C)C)C[C@@]2(C)O,"(1R,2R,4R)-1,2,7,7-tetramethylbicyclo[2.2.1]heptan-2-ol",2371-42-8
11084123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11084123,156.22,CCCC[C@@H]1[C@H](CC(=O)O1)C,"(4S,5R)-5-butyl-4-methyloxolan-2-one",trans-3-methyl-4-octanolide
11095734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11095734,204.35,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,"(1aR,4aR,7R,7aR,7bS)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",(+)-aromadendrene
11746218,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11746218,222.37,C[C@@]12CCC[C@@](C1)([C@H]3CC([C@@H]3CC2)(C)C)O,"(1R,2S,5R,8S)-4,4,8-trimethyltricyclo[6.3.1.02,5]dodecan-1-ol",unii-9y50o7oh2e
11770062,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11770062,222.37,C[C@@H]1CC[C@H]([C@H]2[C@]1(CCC(=C2)C)O)C(C)C,"(1S,4R,4aR,8aR)-4,7-dimethyl-1-propan-2-yl-2,3,4,5,6,8a-hexahydro-1H-naphthalen-4a-ol",(-)-cubenol
11996452,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11996452,222.37,C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CC[C@]2(C)O,"(1aR,4S,4aS,7R,7aS,7bS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol",viridiflorol
12125547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12125547,152.23,C[C@H]1CO[C@@H]2[C@H]1CCC(=C2)C,"(3R,3aS,7aR)-3,6-dimethyl-2,3,3a,4,5,7a-hexahydro-1-benzofuran",(+)-epi-dill ether
12302134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12302134,222.37,C[C@H]1CCC2=C(CC[C@H](C[C@@H]12)C(C)(C)O)C,"2-[(3S,3aS,5R)-3,8-dimethyl-1,2,3,3a,4,5,6,7-octahydroazulen-5-yl]propan-2-ol",bulnesol
12302243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12302243,200.32,CC1=CC[C@H](C2=C1C=CC(=C2)C)C(C)C,"(1S)-4,7-dimethyl-1-propan-2-yl-1,2-dihydronaphthalene",alpha-calacorene
12303902,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12303902,204.35,CC1=CC[C@H]2[C@H]3[C@@H]1[C@@]2(CC[C@H]3C(C)C)C,"(1R,2S,6S,7S,8S)-1,3-dimethyl-8-propan-2-yltricyclo[4.4.0.02,7]dec-3-ene",copaene
12304196,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12304196,222.37,CC1=CCC[C@]2([C@H]1C[C@H](CC2)C(C)(C)O)C,"2-[(2S,4aR,8aR)-4a,8-dimethyl-2,3,4,5,6,8a-hexahydro-1H-naphthalen-2-yl]propan-2-ol",7-epi-alpha-eudesmol
12306047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12306047,204.35,CC1=C[C@@H]2[C@H](CC1)C(=CC[C@H]2C(C)C)C,"(1S,4aS,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,4a,5,6,8a-hexahydronaphthalene",alpha-muurolene
12309452,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12309452,204.35,CC(=C1CC[C@]([C@H](C1)C(=C)C)(C)C=C)C,"(1R,2R)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane",29873-99-2
12858461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12858461,194.27,CC(=O)O[C@@H]1C[C@@H]2C[C@H](C1=C)C2(C)C,"[(1S,3R,5S)-6,6-dimethyl-2-methylidene-3-bicyclo[3.1.1]heptanyl] acetate",unii-36f6a8iv0p
13993189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13993189,218.33,C[C@@H]1CC[C@H](C2=C1C(=CC(=C2)C)O)C(C)C,"(5S,8R)-3,8-dimethyl-5-propan-2-yl-5,6,7,8-tetrahydronaphthalen-1-ol",5-hydroxycalamenene
15517020,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15517020,260.4,CCSCC/C=C(\CC(=O)C=C)/C1=CC=CC=C1,"(5E)-8-ethylsulfanyl-5-phenylocta-1,5-dien-3-one",dtxsid401017701
15560252,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15560252,204.35,C[C@H]1CCC(=C(C)C)CC2=C1CC[C@@H]2C,"(1S,4S)-1,4-dimethyl-7-propan-2-ylidene-2,3,4,5,6,8-hexahydro-1H-azulene",88-84-6
15825667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15825667,168.23,CCCCC[C@H]1[C@@H](O1)/C=C/C=O,"(E)-3-[(2S,3S)-3-pentyloxiran-2-yl]prop-2-enal","4,5-epoxydec-2(trans)-enal"
16213731,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16213731,204.35,C[C@@H]1CC[C@@H]2[C@@H](C2(C)C)C3=C(CCC13)C,"(1aR,4R,7bS)-1,1,4,7-tetramethyl-1a,2,3,4,4a,5,6,7b-octahydrocyclopropa[e]azulene",(-)-alpha-gurjunene
20837773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20837773,152.23,CC(=CC/C=C(/C)\CC=O)C,"(3Z)-3,7-dimethylocta-3,6-dienal",isoneral
20837878,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20837878,220.35,C[C@H]1CC[C@H]([C@H]2C1=CC(C(=C2)C)O)C(C)C,"(4aR,5S,8S)-3,8-dimethyl-5-propan-2-yl-2,4a,5,6,7,8-hexahydronaphthalen-2-ol",schembl309450
21606187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21606187,150.22,CC1=CC2C(=C(CO2)C)CC1,"3,6-dimethyl-2,4,5,7a-tetrahydro-1-benzofuran",linden ether
22559443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22559443,220.35,C/C/1=C/CCC2(C(O2)CC(/C=C\C1)(C)C)C,"(4Z,7Z)-1,5,9,9-tetramethyl-12-oxabicyclo[9.1.0]dodeca-4,7-diene","humuleneoxide,1,5,9,9-tetramethyl-12-oxabicyclododeca-4,7-diene"
23617864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23617864,210.31,CCC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,"[(1R,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] propanoate",isobornyl propanoate
23623868,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23623868,182.26,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,"[(1R,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] formate",isobornyl formate
57357909,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57357909,100.12,C12C3C4C1=C5C2C3=C45,"pentacyclo[4.2.0.02,5.03,8.04,7]octa-1,3-diene",dtxsid70723931
86064872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86064872,152.23,CC1=CCC2CC1(C2(C)C)O,"2,6,6-trimethylbicyclo[3.1.1]hept-2-en-1-ol",pinenol
129830062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129830062,220.35,CC(=CCC/C(=C\CCC(=C)/C=C/O)/C)C,"(1E,6Z)-7,11-dimethyl-3-methylidenedodeca-1,6,10-trien-1-ol",beta-farnesol
154735146,0,0,0,0,1,0,1,0,0,0,0,0,0,0,154735146,188.26,CC1=C(C(=C(C=C1)C)/C=C\C(=O)C)C,"(Z)-4-(2,3,6-trimethylphenyl)but-3-en-2-one",dtxsid101017483
